timestamp,step,turn,status,board,action
14:44:49.654514,19,black,MOVED,"[[0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, 0, 0, 0, 0, 0], [-1, -1, -1, -1, 0, 1, 0, 0], [-1, -1, -1, -1, -1, -1, 0, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, 1, -1, 1, 1, 0], [1, -1, -1, 1, 1, -1, 1, 0], [0, -1, -1, -1, -1, -1, -1, 0]]","[7, 6]"
14:44:49.657837,19,white,THINKING,"[[0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, 0, 0, 0, 0, 0], [-1, -1, -1, -1, 0, 1, 0, 0], [-1, -1, -1, -1, -1, -1, 0, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, 1, -1, 1, 1, 0], [1, -1, -1, 1, 1, -1, 1, 0], [0, -1, -1, -1, -1, -1, -1, 0]]",
14:44:49.661037,19,white,MOVED,"[[0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, 0, 0, 0, 0, 0], [-1, -1, -1, -1, 1, 1, 0, 0], [-1, -1, -1, 1, 1, 1, 0, 0], [-1, -1, 1, -1, 1, -1, 1, 0], [-1, -1, 1, 1, 1, 1, 1, 0], [1, -1, -1, 1, 1, -1, 1, 0], [0, -1, -1, -1, -1, -1, -1, 0]]","[4, 2]"
14:44:51.806331,20,black,MOVED,"[[0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, 0, 0, 0, 0, 0], [-1, -1, -1, -1, -1, -1, -1, 0], [-1, -1, -1, 1, 1, -1, 0, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, 1, 1, 0], [1, -1, -1, 1, 1, -1, 1, 0], [0, -1, -1, -1, -1, -1, -1, 0]]","[2, 6]"
14:44:51.811548,20,white,THINKING,"[[0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, 0, 0, 0, 0, 0], [-1, -1, -1, -1, -1, -1, -1, 0], [-1, -1, -1, 1, 1, -1, 0, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, 1, 1, 0], [1, -1, -1, 1, 1, -1, 1, 0], [0, -1, -1, -1, -1, -1, -1, 0]]",
14:44:51.811548,20,white,MOVED,"[[0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, 0, 0, 0, 1, 0], [-1, -1, -1, -1, -1, 1, -1, 0], [-1, -1, -1, 1, 1, -1, 0, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, 1, 1, 0], [1, -1, -1, 1, 1, -1, 1, 0], [0, -1, -1, -1, -1, -1, -1, 0]]","[6, 1]"
14:44:54.057683,21,black,MOVED,"[[0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, 0, 0, 0, 1, 0], [-1, -1, -1, -1, -1, 1, -1, 0], [-1, -1, -1, 1, 1, -1, 0, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, 1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, -1, 0]]","[7, 0]"
14:44:54.061878,21,white,THINKING,"[[0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, 0, 0, 0, 1, 0], [-1, -1, -1, -1, -1, 1, -1, 0], [-1, -1, -1, 1, 1, -1, 0, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, 1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, -1, 0]]",
14:44:54.063896,21,white,MOVED,"[[0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, 0, 0, 0, 1, 0], [-1, -1, -1, -1, -1, 1, 1, 0], [-1, -1, -1, 1, 1, 1, 1, 0], [-1, -1, 1, -1, -1, 1, 1, 0], [-1, -1, 1, -1, 1, 1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, -1, 0]]","[6, 3]"
14:44:57.226428,22,black,MOVED,"[[0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, 0, 0, -1, 1, 0], [-1, -1, -1, -1, -1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, -1, 0]]","[1, 5]"
14:44:57.228332,22,white,THINKING,"[[0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, 0, 0, -1, 1, 0], [-1, -1, -1, -1, -1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, -1, 0]]",
14:44:57.228332,22,white,MOVED,"[[1, 0, 0, 0, 0, 0, 0, 0], [-1, 1, -1, 0, 0, -1, 1, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, -1, 0]]","[0, 0]"
14:44:58.458969,23,black,MOVED,"[[1, 0, 0, 0, 0, 0, 0, 0], [-1, 1, -1, -1, 0, -1, 1, 0], [-1, -1, -1, -1, -1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, -1, 0]]","[1, 3]"
14:44:58.465790,23,white,THINKING,"[[1, 0, 0, 0, 0, 0, 0, 0], [-1, 1, -1, -1, 0, -1, 1, 0], [-1, -1, -1, -1, -1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, -1, 0]]",
14:44:58.467315,23,white,MOVED,"[[1, 0, 0, 1, 0, 0, 0, 0], [-1, 1, -1, 1, 0, -1, 1, 0], [-1, -1, -1, 1, -1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, -1, 0]]","[3, 0]"
14:45:00.815668,24,black,MOVED,"[[1, 0, -1, 1, 0, 0, 0, 0], [-1, -1, -1, -1, 0, -1, 1, 0], [-1, -1, -1, 1, -1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, -1, 0]]","[0, 2]"
14:45:00.819881,24,white,THINKING,"[[1, 0, -1, 1, 0, 0, 0, 0], [-1, -1, -1, -1, 0, -1, 1, 0], [-1, -1, -1, 1, -1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, -1, 0]]",
14:45:00.821892,24,white,MOVED,"[[1, 1, 1, 1, 0, 0, 0, 0], [-1, -1, 1, -1, 0, -1, 1, 0], [-1, -1, -1, 1, -1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, -1, 0]]","[1, 0]"
14:45:03.059726,25,black,MOVED,"[[1, 1, 1, 1, 0, 0, 0, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, -1, 0]]","[1, 4]"
14:45:03.066625,25,white,THINKING,"[[1, 1, 1, 1, 0, 0, 0, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, -1, 0]]",
14:45:03.066625,25,white,MOVED,"[[1, 1, 1, 1, 1, 0, 0, 0], [-1, -1, 1, -1, 1, 1, 1, 0], [-1, -1, -1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, -1, -1, -1, -1, -1, 0]]","[4, 0]"
14:45:05.321811,26,black,MOVED,"[[1, 1, 1, 1, 1, 0, 0, 0], [-1, -1, 1, -1, 1, 1, 1, 0], [-1, -1, -1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, -1, 0], [-1, -1, -1, -1, -1, -1, -1, -1]]","[7, 7]"
14:45:05.327242,26,white,THINKING,"[[1, 1, 1, 1, 1, 0, 0, 0], [-1, -1, 1, -1, 1, 1, 1, 0], [-1, -1, -1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, -1, 0], [-1, -1, -1, -1, -1, -1, -1, -1]]",
14:45:05.330165,26,white,MOVED,"[[1, 1, 1, 1, 1, 0, 0, 0], [-1, -1, 1, -1, 1, 1, 1, 0], [-1, -1, -1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, 1, 0], [-1, -1, 1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[7, 6]"
14:45:06.553766,27,black,MOVED,"[[1, 1, 1, 1, 1, 0, 0, 0], [-1, -1, 1, -1, 1, 1, 1, 0], [-1, -1, -1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, -1, 0], [-1, -1, 1, -1, 1, -1, -1, -1], [-1, -1, -1, 1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[5, 7]"
14:45:06.556051,27,white,THINKING,"[[1, 1, 1, 1, 1, 0, 0, 0], [-1, -1, 1, -1, 1, 1, 1, 0], [-1, -1, -1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, -1, -1, -1, -1, 0], [-1, -1, 1, -1, 1, -1, -1, -1], [-1, -1, -1, 1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]",
14:45:06.558081,27,white,MOVED,"[[1, 1, 1, 1, 1, 0, 0, 0], [-1, -1, 1, -1, 1, 1, 1, 0], [-1, -1, -1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, -1, 1, -1, 1, -1], [-1, -1, -1, 1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[7, 4]"
14:45:07.859656,28,black,MOVED,"[[1, 1, 1, 1, 1, 0, 0, -1], [-1, -1, 1, -1, 1, 1, -1, 0], [-1, -1, -1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, -1, 1, -1, 1, -1], [-1, -1, -1, 1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[0, 7]"
14:45:07.862285,28,white,THINKING,"[[1, 1, 1, 1, 1, 0, 0, -1], [-1, -1, 1, -1, 1, 1, -1, 0], [-1, -1, -1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, -1, 1, -1, 1, -1], [-1, -1, -1, 1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]",
14:45:07.862285,28,white,MOVED,"[[1, 1, 1, 1, 1, 0, 0, -1], [-1, -1, 1, -1, 1, 1, 1, 1], [-1, -1, -1, -1, 1, -1, 1, 0], [-1, -1, -1, 1, 1, -1, 1, 0], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, -1, 1, -1, 1, -1], [-1, -1, -1, 1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[7, 1]"
14:45:09.105548,29,black,MOVED,"[[1, 1, 1, 1, 1, 0, 0, -1], [-1, -1, 1, -1, 1, 1, 1, -1], [-1, -1, -1, -1, 1, -1, -1, -1], [-1, -1, -1, 1, 1, -1, -1, 0], [-1, -1, 1, 1, 1, -1, 1, 1], [-1, -1, 1, -1, -1, -1, 1, -1], [-1, -1, -1, -1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[2, 7]"
14:45:09.105548,29,white,THINKING,"[[1, 1, 1, 1, 1, 0, 0, -1], [-1, -1, 1, -1, 1, 1, 1, -1], [-1, -1, -1, -1, 1, -1, -1, -1], [-1, -1, -1, 1, 1, -1, -1, 0], [-1, -1, 1, 1, 1, -1, 1, 1], [-1, -1, 1, -1, -1, -1, 1, -1], [-1, -1, -1, -1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]",
14:45:09.112722,29,white,MOVED,"[[1, 1, 1, 1, 1, 0, 0, -1], [-1, -1, 1, -1, 1, 1, 1, -1], [-1, -1, -1, -1, 1, -1, 1, -1], [-1, -1, -1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, -1, 1, 1], [-1, -1, 1, -1, -1, -1, 1, -1], [-1, -1, -1, -1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[7, 3]"
14:45:11.466044,30,black,MOVED,"[[1, 1, 1, 1, 1, 0, -1, -1], [-1, -1, 1, -1, 1, -1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, -1, -1, -1, 1, 1, -1, 1], [-1, -1, -1, 1, 1, -1, -1, 1], [-1, -1, 1, -1, -1, -1, -1, -1], [-1, -1, -1, -1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[0, 6]"
14:45:11.466044,30,white,THINKING,"[[1, 1, 1, 1, 1, 0, -1, -1], [-1, -1, 1, -1, 1, -1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, -1, -1, -1, 1, 1, -1, 1], [-1, -1, -1, 1, 1, -1, -1, 1], [-1, -1, 1, -1, -1, -1, -1, -1], [-1, -1, -1, -1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]",
14:45:11.466044,30,white,MOVED,"[[1, 1, 1, 1, 1, 1, -1, -1], [-1, -1, 1, -1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, 1, -1, -1], [-1, -1, -1, -1, 1, 1, -1, 1], [-1, -1, -1, 1, 1, -1, -1, 1], [-1, -1, 1, -1, -1, -1, -1, -1], [-1, -1, -1, -1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[5, 0]"
14:45:11.629767,30,SYSTEM,GAMEOVER,[],
